,close
2021-01-04,100.36538298180248
2021-01-05,99.3866218651887
2021-01-06,100.1953747776124
2021-01-07,101.2029265430891
2021-01-08,99.30712522003995
2021-01-11,98.08118243039384
2021-01-12,98.2655916622021
2021-01-13,98.01411569461416
2021-01-14,98.05646580479674
2021-01-15,97.28191029927224
2021-01-18,98.20008047843992
2021-01-19,99.02624878664433
2021-01-20,99.15113093715159
2021-01-21,100.3353096400303
2021-01-22,100.86598622566518
2021-01-25,100.0629854376327
2021-01-26,100.49292730320778
2021-01-27,99.59366159109838
2021-01-28,100.53269791132364
2021-01-29,100.54282617495574
2021-02-01,100.41736436940658
2021-02-02,99.79577509916841
2021-02-03,101.08394013601365
2021-02-04,100.98843116013055
2021-02-05,100.61714686243906
2021-02-08,100.3236393446139
2021-02-09,100.91962878340428
2021-02-10,101.34989998648692
2021-02-11,101.83014826629409
2021-02-12,102.33118060150169
2021-02-15,104.60913685425793
2021-02-16,104.24738204394201
2021-02-17,103.77699528506785
2021-02-18,102.99769336888922
2021-02-19,103.6962951236396
2021-02-22,104.93657401641094
2021-02-23,104.87997866982688
2021-02-24,104.06493416836102
2021-02-25,103.27241050159834
2021-02-26,104.00887031869767
2021-03-01,104.84769032613208
2021-03-02,105.48199463935116
2021-03-03,104.84522073184586
2021-03-04,105.15198582217384
2021-03-05,105.33793868693773
2021-03-08,105.6319129562022
2021-03-09,106.62039535053201
2021-03-10,106.92319520634588
2021-03-11,107.71619136780657
2021-03-12,107.85370238142676
2021-03-15,108.23089862816065
2021-03-16,108.98167812237097
2021-03-17,107.46962175229113
2021-03-18,107.1909160940661
2021-03-19,106.75193523129651
2021-03-22,106.13575710568313
2021-03-23,105.90765970341391
2021-03-24,107.56733167841197
2021-03-25,106.7040038035266
2021-03-26,107.80687857163333
2021-03-29,106.07143342353373
2021-03-30,105.78025931232948
2021-03-31,106.01615071234667
2021-04-01,106.70346916387257
2021-04-02,107.52957616333698
2021-04-05,108.45110314893796
2021-04-06,108.13842922423422
2021-04-07,107.70420645303483
2021-04-08,108.69745701675637
2021-04-09,108.55482621535475
2021-04-12,107.24312925453701
2021-04-13,106.09825733255735
2021-04-14,105.19030075021274
2021-04-15,105.77801555026234
2021-04-16,105.99235434208947
2021-04-19,106.7908038134555
2021-04-20,106.39933104745029
2021-04-21,106.63211008147475
2021-04-22,107.3656813588223
2021-04-23,107.09830223633486
2021-04-26,107.65319227440109
2021-04-27,107.00714609409019
2021-04-28,106.6833477112977
2021-04-29,106.34065853121292
2021-04-30,105.13963294692037
2021-05-03,105.71629345497757
2021-05-04,105.28437322464812
2021-05-05,105.36072587542209
2021-05-06,105.93200367114319
2021-05-07,106.4699435615804
2021-05-10,107.24506859969493
2021-05-11,107.20380275662104
2021-05-12,106.8150397630486
2021-05-13,106.79397982461813
2021-05-14,105.07014890674957
2021-05-17,103.62276936476695
2021-05-18,102.32255125781566
2021-05-19,101.3680165527868
2021-05-20,101.83515363207457
2021-05-21,100.97778826670019
2021-05-24,100.65702530094383
2021-05-25,102.03452454460329
2021-05-26,101.73268035889902
2021-05-27,102.54725819805341
2021-05-28,101.6552890929457
2021-05-31,101.50755158200093
2021-06-01,100.60812049034477
2021-06-02,100.32778185778126
2021-06-03,101.23511932981066
2021-06-04,99.56119909513008
2021-06-07,100.05467212164822
2021-06-08,100.3530144175755
2021-06-09,99.81840790684217
2021-06-10,98.44441121557017
2021-06-11,98.57457130248581
2021-06-14,98.11285558614975
2021-06-15,98.40042919923093
2021-06-16,98.48100503376078
2021-06-17,100.131215032677
2021-06-18,99.9517850206706
2021-06-21,98.9933766129496
2021-06-22,99.23052725210756
2021-06-23,99.5087587756474
2021-06-24,100.93104328730274
2021-06-25,101.83854391723021
2021-06-28,102.26396544741341
2021-06-29,103.83368079577104
2021-06-30,102.66823450672749
2021-07-01,102.07473591446863
2021-07-02,101.1940024345811
2021-07-05,100.86080445617318
2021-07-06,99.54148889852313
2021-07-07,100.23586317955578
2021-07-08,100.07338967892379
2021-07-09,98.67146050369139
2021-07-12,97.73306735294457
2021-07-13,98.09879649233713
2021-07-14,98.98381619593349
2021-07-15,101.04072697306754
2021-07-16,104.09066493453207
2021-07-19,104.58565407736526
2021-07-20,103.61799490255004
2021-07-21,101.4930728028693
2021-07-22,101.82622282317615
2021-07-23,101.06241048274185
2021-07-26,100.70391521650961
2021-07-27,100.149464085899
2021-07-28,100.06858512193794
2021-07-29,101.20170498880252
2021-07-30,101.42160039329625
2021-08-02,101.32161268249045
2021-08-03,100.33787132418826
2021-08-04,98.73074276164499
2021-08-05,98.3107416815625
2021-08-06,98.31685429198895
2021-08-09,100.13054346434129
2021-08-10,100.3212477500637
2021-08-11,101.37281003797125
2021-08-12,100.92846046400952
2021-08-13,99.79943440012367
2021-08-16,98.90020865122533
2021-08-17,98.24448213537516
2021-08-18,100.41823206302239
2021-08-19,99.65656431850304
2021-08-20,100.55600241598634
2021-08-23,99.71195090986208
2021-08-24,100.70558587245225
2021-08-25,101.15467472137365
2021-08-26,101.05696818871348
2021-08-27,101.07641086663719
2021-08-30,100.4770051745807
2021-08-31,100.98678019349845
2021-09-01,100.58868581548293
2021-09-02,99.4230249983062
2021-09-03,98.219458839333
2021-09-06,98.44817130912513
2021-09-07,100.07512387087544
2021-09-08,100.2955230916781
2021-09-09,100.23672871547771
2021-09-10,100.58397361059122
2021-09-13,101.96737960553884
2021-09-14,102.25265694317682
2021-09-15,101.89445341018781
2021-09-16,103.08979392779341
2021-09-17,103.59488526073714
2021-09-20,105.26126718338611
2021-09-21,105.51761046541837
2021-09-22,104.29601691170542
2021-09-23,102.94054417258846
2021-09-24,104.71693575329644
2021-09-27,106.60149297729542
2021-09-28,106.47415982049286
2021-09-29,106.13060429864734
2021-09-30,107.75766837095453
2021-10-01,106.63528255725936
2021-10-04,105.74887373582654
2021-10-05,106.49525557486363
2021-10-06,106.13951249330526
2021-10-07,106.19777586189632
2021-10-08,106.08797860290046
2021-10-11,106.51059695999592
2021-10-12,108.08514550135804
2021-10-13,108.24802802455471
2021-10-14,109.01271619741257
2021-10-15,106.86462182126286
2021-10-18,106.87667853845804
2021-10-19,106.04285767153114
2021-10-20,104.82111173471964
2021-10-21,103.96701400267278
2021-10-22,103.68240631311083
2021-10-25,104.69919893500943
2021-10-26,103.38165614550351
2021-10-27,103.47539495556188
2021-10-28,103.03741350753121
2021-10-29,102.76197887110708
2021-11-01,103.85991370329748
2021-11-02,104.48297734245371
2021-11-03,105.95326948219024
2021-11-04,105.85318492542277
2021-11-05,105.18215535964104
2021-11-08,105.00994625273326
2021-11-09,105.32807889859875
2021-11-10,105.57755204939747
2021-11-11,104.50154883292164
2021-11-12,104.65893137818014
2021-11-15,104.96102321642604
2021-11-16,107.70153258118975
2021-11-17,109.80787636748906
2021-11-18,108.94027832107463
2021-11-19,108.69284766882237
2021-11-22,107.17806103084386
2021-11-23,106.61076621170788
2021-11-24,107.01195455404819
2021-11-25,108.3751792668685
2021-11-26,107.65247889008754
2021-11-29,107.01476188157211
2021-11-30,104.80420510804582
2021-12-01,104.69666212054702
2021-12-02,103.65241030024166
2021-12-03,103.16696534537778
2021-12-06,102.32766748388815
2021-12-07,102.29261341685341
2021-12-08,100.57062141056024
2021-12-09,99.16545610210592
2021-12-10,101.36037138136291
2021-12-13,100.12385545647649
2021-12-14,99.09114849161615
2021-12-15,100.9887630454047
2021-12-16,104.02798249140793
2021-12-17,102.87804515355212
2021-12-20,102.56141291110758
2021-12-21,102.97408195098039
2021-12-22,104.83254855319286
2021-12-23,103.86538967046492
2021-12-24,103.67312827768704
2021-12-27,104.54486694135703
2021-12-28,105.0634011835554
2021-12-29,104.73176138798803
